ID,Name,Age,Country,Score,Signup_Date
1,User_1,26,India,78.86118023186685,2020-01-01 00:00:00
2,User_2,30,India,77.31133857413178,2020-01-01 01:00:00
3,User_3,35,Kenya,80.95509892478594,2020-01-01 02:00:00
4,User_4,55,Kenya,97.44681638509894,2020-01-01 03:00:00
5,User_5,50,USA,90.17464486109404,2020-01-01 04:00:00
6,User_6,20,Kenya,90.19524930182195,2020-01-01 05:00:00
7,User_7,28,Kenya,90.13538291907038,2020-01-01 06:00:00
8,User_8,57,India,80.75352292030641,2020-01-01 07:00:00
9,User_9,22,India,83.6457761684735,2020-01-01 08:00:00
10,User_10,24,Kenya,93.49302325412363,2020-01-01 09:00:00
11,User_11,30,USA,64.99728584881476,2020-01-01 10:00:00
12,User_12,40,Canada,90.46662807515979,2020-01-01 11:00:00
13,User_13,26,India,85.44010948089831,2020-01-01 12:00:00
14,User_14,20,Canada,52.01537303047644,2020-01-01 13:00:00
15,User_15,54,UK,54.20169421047494,2020-01-01 14:00:00
16,User_16,29,Canada,83.40723726987247,2020-01-01 15:00:00
17,User_17,39,Kenya,66.04895375712917,2020-01-01 16:00:00
18,User_18,33,Germany,67.61867735957463,2020-01-01 17:00:00
19,User_19,45,Germany,56.501177559802635,2020-01-01 18:00:00
20,User_20,23,Canada,94.2659794402982,2020-01-01 19:00:00
21,User_21,21,UK,55.77386177098455,2020-01-01 20:00:00
22,User_22,21,UK,51.808904594238044,2020-01-01 21:00:00
23,User_23,41,Canada,75.51972043713127,2020-01-01 22:00:00
24,User_24,29,Canada,98.69110219927558,2020-01-01 23:00:00
25,User_25,21,India,96.95368442169999,2020-01-02 00:00:00
26,User_26,44,Kenya,61.87458117605827,2020-01-02 01:00:00
27,User_27,31,UK,72.8760710456054,2020-01-02 02:00:00
28,User_28,44,Canada,83.28375371466109,2020-01-02 03:00:00
29,User_29,31,India,80.65614635404722,2020-01-02 04:00:00
30,User_30,31,UK,61.22012597000914,2020-01-02 05:00:00
31,User_31,45,India,91.43830352683526,2020-01-02 06:00:00
32,User_32,18,USA,91.21241069929852,2020-01-02 07:00:00
33,User_33,21,India,87.49920752570615,2020-01-02 08:00:00
34,User_34,43,UK,94.66006526795324,2020-01-02 09:00:00
35,User_35,55,India,71.3668275013319,2020-01-02 10:00:00
36,User_36,57,India,92.36374486993603,2020-01-02 11:00:00
37,User_37,46,Germany,95.06457429594559,2020-01-02 12:00:00
38,User_38,59,Canada,50.1982539619003,2020-01-02 13:00:00
39,User_39,20,Canada,96.49231506168849,2020-01-02 14:00:00
40,User_40,24,Canada,99.94850754010778,2020-01-02 15:00:00
41,User_41,49,India,68.15877783662897,2020-01-02 16:00:00
42,User_42,54,Germany,57.412447933004444,2020-01-02 17:00:00
43,User_43,51,USA,83.9369941692743,2020-01-02 18:00:00
44,User_44,38,Kenya,76.66253116861373,2020-01-02 19:00:00
45,User_45,60,USA,54.09377114161943,2020-01-02 20:00:00
46,User_46,19,Canada,54.47360041471313,2020-01-02 21:00:00
47,User_47,47,USA,99.42357061458515,2020-01-02 22:00:00
48,User_48,51,Germany,53.234556326449514,2020-01-02 23:00:00
49,User_49,46,Kenya,57.1762173845024,2020-01-03 00:00:00
50,User_50,41,India,76.32037669074981,2020-01-03 01:00:00
51,User_51,51,USA,51.459771105356666,2020-01-03 02:00:00
52,User_52,27,Canada,78.76258568913,2020-01-03 03:00:00
53,User_53,50,India,87.71407881857276,2020-01-03 04:00:00
54,User_54,20,USA,50.32374543948396,2020-01-03 05:00:00
55,User_55,34,Germany,59.87804032255348,2020-01-03 06:00:00
56,User_56,36,USA,81.74663202219288,2020-01-03 07:00:00
57,User_57,24,Kenya,84.53880772171271,2020-01-03 08:00:00
58,User_58,23,UK,72.7211363731997,2020-01-03 09:00:00
59,User_59,25,USA,83.083885341609,2020-01-03 10:00:00
60,User_60,52,Canada,77.8301683089154,2020-01-03 11:00:00
61,User_61,19,India,85.97466627400925,2020-01-03 12:00:00
62,User_62,27,Canada,61.250654373315676,2020-01-03 13:00:00
63,User_63,59,Kenya,95.81337801980501,2020-01-03 14:00:00
64,User_64,52,India,65.28481197341515,2020-01-03 15:00:00
65,User_65,25,Kenya,83.30650513595852,2020-01-03 16:00:00
66,User_66,34,India,60.56031289474947,2020-01-03 17:00:00
67,User_67,32,UK,75.89215818635759,2020-01-03 18:00:00
68,User_68,45,UK,55.394227502452495,2020-01-03 19:00:00
69,User_69,53,Canada,85.75680181874696,2020-01-03 20:00:00
70,User_70,37,Germany,64.909068849417,2020-01-03 21:00:00
71,User_71,42,UK,77.52683591809533,2020-01-03 22:00:00
72,User_72,25,Germany,90.06920214254413,2020-01-03 23:00:00
73,User_73,43,USA,64.00128321671484,2020-01-04 00:00:00
74,User_74,47,India,92.50773708725265,2020-01-04 01:00:00
75,User_75,52,UK,64.6973602251778,2020-01-04 02:00:00
76,User_76,20,UK,80.80937337362947,2020-01-04 03:00:00
77,User_77,60,Germany,98.74486397717116,2020-01-04 04:00:00
78,User_78,52,UK,70.64910868216306,2020-01-04 05:00:00
79,User_79,23,India,71.58755101172775,2020-01-04 06:00:00
80,User_80,52,Canada,86.63148768802215,2020-01-04 07:00:00
81,User_81,59,Kenya,58.04919561732973,2020-01-04 08:00:00
82,User_82,45,Germany,86.47824676513295,2020-01-04 09:00:00
83,User_83,19,UK,60.225040190732074,2020-01-04 10:00:00
